x,y,population_density,traffic_flow,competitor_count,is_commercial
37.454011884736246,39.363552027744205,6684.3834361335275,1117.6111396027316,1,1
95.07143064099162,47.34356593750214,444.73552186103643,490.0554095089002,0,0
73.1993941811405,85.45473932021804,1176.914042414914,749.7318989885939,0,0
59.86584841970366,34.00043860598922,6077.576900817454,1472.8766450460375,7,1
15.601864044243651,86.96496848121713,746.7250278315763,341.21789688909064,2,0
15.599452033620265,8.813443097669149,251.99331231720055,327.08892462553644,0,0
5.8083612168199465,77.67984372086308,359.7973432190634,493.65513781846005,0,0
86.61761457749351,84.75476330547363,329.88630627308277,380.56447873676893,0,0
60.11150117432088,18.181765283733874,2714.3936510525377,1464.5067514280715,0,0
70.80725777960456,43.03465323722004,5713.071126098265,676.4011522492834,6,1
2.0584494295802447,16.54997746636556,240.10776697770513,516.553794683388,0,0
96.99098521619943,70.66041289942177,540.5783392222356,429.34973369277475,1,0
83.24426408004217,53.534776806165674,2409.517595289819,680.111757383597,0,0
21.233911067827616,63.5323346708321,2989.955127969158,808.2048874092286,0,0
18.182496720710063,19.648696695621116,790.5745242337538,481.64305737901503,0,0
18.34045098534338,21.17458620524195,1011.7764031683957,545.2939305894741,0,1
30.42422429595377,4.149732550990636,365.03586696450293,730.5214438538551,0,0
52.475643163223786,32.20675351957297,6543.21232790493,1928.7623994036678,2,1
43.194501864211574,55.97446613336749,8818.94584950398,1606.7189096886814,5,1
29.122914019804192,85.79349139973289,1309.485876697807,561.1904097018607,2,0
61.18528947223795,66.69274474586807,6430.06018094885,1188.888136072039,4,1
13.949386065204184,43.53963233997514,2221.1768238048085,542.7831478680146,1,0
29.214464853521815,95.31201143941378,70.59429301553689,620.9869616098839,0,0
36.63618432936917,71.92452005758318,4773.077844784105,856.3350510799703,0,1
45.606998421703594,93.016520286255,870.5787127626538,1906.5111364900993,0,0
78.51759613930136,52.75879732721657,3764.3105183847974,521.8857722553735,1,1
19.967378215835975,25.89042747931396,1294.171688901123,651.168424653936,3,1
51.42344384136116,5.282668636472199,861.7364043530538,2022.1925149344754,1,0
59.24145688620425,72.60848514838504,4838.208390150866,1330.8058241221236,2,0
4.645041271999773,12.130299800553413,-318.10552384380867,277.0835295134738,0,0
60.75448519014384,30.277512827196716,5504.169383211223,1269.3336760579757,2,0
17.052412368729154,53.24709078838974,2944.573360904404,444.07892438605813,1,0
6.505159298527952,56.441658777974766,839.8322755933591,594.4328962219396,0,0
94.88855372533332,60.0583196987136,1117.9690342851034,499.17609161036984,1,0
96.56320330745594,16.625533034970065,108.40760377787345,613.398229868143,0,0
80.83973481164611,37.97374048216488,2796.8339725178266,380.42375084602077,0,1
30.46137691733707,61.71942271169667,4560.745715768087,818.9161782244884,2,0
9.767211400638388,96.98188646337847,809.3863097857135,572.5572452628792,0,0
68.42330265121569,72.76311376996887,3871.9659162266526,573.0003391573208,1,1
44.01524937396013,92.26037570939579,940.326752441754,1886.31252903777,0,0
12.203823484477883,76.2212058314177,118.33577580514975,510.53170602387036,0,0
49.51769101112702,59.171696889240046,9085.685915297141,2037.4607999062982,6,1
3.4388521115218396,19.202336913634454,-229.85489914347224,413.5397969470292,0,0
90.9320402078782,66.66856518925131,1003.678752358765,627.8697950314746,1,1
25.87799816000169,62.337956595990704,4118.155447888944,463.1810952825924,0,0
66.2522284353982,60.24691704572665,6021.471522040602,983.6419134781399,10,1
31.171107608941096,48.978586798824075,6747.97442801658,836.8876355110327,4,0
52.00680211778108,52.86566039892756,10089.84597140103,1872.680917844981,5,1
54.67102793432797,33.44425271181041,7200.856458744015,2043.3085573957696,5,1
18.485445552552704,51.931269264230316,2878.839869254927,533.6110304236083,3,1
96.95846277645586,19.755590567847825,-222.19294295589785,565.4136831533407,0,0
77.51328233611146,80.51743973603767,1505.2946164812333,381.3545010622639,0,0
93.9498941564189,18.577695469870783,179.13978822554446,711.8688718901241,0,0
89.48273504276489,8.496628988946641,-251.50040135934654,378.16234020100984,0,0
59.78999788110851,43.62460263571574,8837.096745119528,1531.3877182192446,9,1
92.18742350231169,65.83074395060619,1420.0738968214087,400.72763809155464,1,0
8.84925020519195,43.771682493354135,1134.8722734681314,438.41658688623596,0,0
19.59828624191452,27.67541319513086,2336.9630859876042,593.6350880965749,1,0
4.522728891053807,55.817118389044076,749.9642404942297,602.8036987171148,0,0
32.53303307632643,34.700233541219994,4982.6630614043615,699.1482506694034,4,0
38.8677289689482,93.28676901266331,634.1047774153398,1416.2566018766474,2,0
27.134903177389592,92.2645139603572,1048.9038920341975,714.3525891279328,1,0
82.87375091519293,50.23718199720955,2355.9633730501937,412.95641695009573,1,0
35.67533266935893,32.78839940182585,5563.600500217661,1197.5320319579162,3,0
28.093450968738075,73.71324139566391,2550.0344844473257,490.46133934520293,1,0
54.26960831582485,3.671294348306664,530.1278096376584,1806.8469400677784,1,0
14.092422497476264,47.47690060436513,2288.7542879285475,550.2787142205667,0,0
80.21969807540397,33.63233942703335,2170.545672031494,430.24023178401757,0,1
7.455064367977082,92.05358851025547,-7.333445326513413,526.5579321414338,0,0
98.68869366005173,1.2003027272682543,366.16172723757273,524.118284232461,1,0
77.22447692966574,55.28148757183491,4303.048178583909,518.1611518579142,3,0
19.87156815341724,74.0663581066626,1752.2518365467904,599.2724007073833,1,0
0.5522117123602399,48.50179875240413,272.83982251753946,477.17127703235604,0,0
81.54614284548342,8.540303016272166,183.03498282175164,533.508643506581,0,0
70.68573438476172,97.24613900279022,383.656036755519,791.2180624065245,0,0
72.90071680409874,51.801043137609796,5266.81761234108,688.0313879659345,4,1
77.12703466859458,61.41862443190114,3090.011241138974,616.4596540980707,0,1
7.4044651734090365,23.660978270750732,651.841689524057,385.25431231360335,1,0
35.84657285442726,48.34980851068038,7784.098033596768,1103.4175920408843,4,1
11.586905952512971,42.914949195832186,970.2364906951649,413.0875552210278,0,0
86.31034258755935,7.489584200198374,-77.66489417958451,373.91502255495595,0,0
62.329812682755794,10.616035354746723,1038.440850214914,1194.2438462220762,2,0
33.08980248526492,83.74725196187745,1662.77167273922,768.6150355201696,0,0
6.355835028602364,23.981995220659023,963.4728916068268,579.1713798424857,1,0
31.09823217156622,19.495827149863054,2070.873829343143,832.8009977337259,3,0
32.518332202674706,50.49114512501392,6570.587076849038,635.1769628367517,2,1
72.96061783380641,76.87471313625129,2163.7704408694444,524.6460645706167,0,1
63.75574713552131,6.194651857898792,611.4476381231424,936.398033736648,0,1
88.72127425763266,57.680791963825584,1523.138328832591,454.56945333796745,1,1
47.22149251619493,11.921044284057336,1790.9339132721027,1988.720047264074,1,0
11.959424593830171,3.6461050825618457,474.44824979396884,476.85208961305426,0,0
71.3244787222995,5.274395216221739,457.4405124512056,595.4251236351184,0,0
76.07850486168974,83.41641082084413,1549.9776662565964,680.0554320747681,0,1
